timestamp,action,token_id,fee0,fee1,pnl0,pnl1,cum_fee0,cum_fee1,cum_pnl0,cum_pnl1,price_non_usdc,price_reward_token,fee_usd,pnl_usd,cum_fee_usd,cum_pnl_usd,reward,reward_usd,cum_reward,cum_reward_usd,earning_profit_usd,total_profit_usd,cum_earning_profit_usd,cum_total_profit_usd,inpos0,inpos1,inpos_usd
2025-09-23T06:30:25+00:00,mint,26469577,0,0,0,0,74.134976,0.00063913,2208.454808,-0.01996183,114057.17,1.01248,0,0,147.03,-68.34,0,0,0,0,0,0,147.03,78.7,1020.041954,0.00867502,2009.49
2025-09-23T18:50:09+00:00,burn,26469577,0,0,-1020.041954,0.00907419,74.134976,0.00063913,1188.412854,-0.01088764,114057.17,1.01248,0,14.93,147.03,-53.4,0,0,0,0,0,14.93,147.03,93.63,0,0,0
2025-09-23T18:50:09+00:00,collect,26469577,2.706255,0.0000275,0,0,76.841231,0.00066663,1188.412854,-0.01088764,114057.17,1.01248,5.84,0,152.88,-53.4,0,0,0,0,5.84,5.84,152.88,99.47,0,0,0
2025-09-23T18:50:29+00:00,mint,26534625,0,0,0,0,76.841231,0.00066663,1188.412854,-0.01088764,114057.17,1.01248,0,0,152.88,-53.4,0,0,0,0,0,0,152.88,99.47,953.944008,0.00927992,2012.39
2025-09-24T11:00:11+00:00,burn,26534625,0,0,1042.843594,-0.00927992,76.841231,0.00066663,2231.256448,-0.02016756,114057.17,1.01248,0,-15.6,152.88,-69,0,0,0,0,0,-15.6,152.88,83.88,0,0,0
2025-09-24T11:00:11+00:00,collect,26534625,3.761006,0.00002984,0,0,80.602237,0.00069647,2231.256448,-0.02016756,114057.17,1.01248,7.16,0,160.04,-69,0,0,0,0,7.16,7.16,160.04,91.04,0,0,0
2025-09-24T11:00:29+00:00,mint,26613751,0,0,0,0,80.602237,0.00069647,2231.256448,-0.02016756,114057.17,1.01248,0,0,160.04,-69,0,0,0,0,0,0,160.04,91.04,1018.257712,0.00869289,2009.74
2025-09-25T04:40:07+00:00,burn,26613751,0,0,-1018.257712,0.00905841,80.602237,0.00069647,1212.998736,-0.01110915,114057.17,1.01248,0,14.92,160.04,-54.08,0,0,0,0,0,14.92,160.04,105.96,0,0,0
2025-09-25T04:40:07+00:00,collect,26613751,4.086021,0.00003862,0,0,84.688258,0.00073509,1212.998736,-0.01110915,114057.17,1.01248,8.49,0,168.53,-54.08,0,0,0,0,8.49,8.49,168.53,114.45,0,0,0
2025-09-25T04:40:29+00:00,mint,26694550,0,0,0,0,84.688258,0.00073509,1212.998736,-0.01110915,114057.17,1.01248,0,0,168.53,-54.08,0,0,0,0,0,0,168.53,114.45,921.613128,0.00964871,2022.12
2025-09-25T17:10:09+00:00,burn,26694550,0,0,-921.613128,0.00828506,84.688258,0.00073509,291.385608,-0.00282409,114057.17,1.01248,0,23.36,168.53,-30.72,0,0,0,0,0,23.36,168.53,137.81,0,0,0
2025-09-25T17:10:09+00:00,collect,26694550,4.299008,0.000041,0,0,88.987266,0.00077609,291.385608,-0.00282409,114057.17,1.01248,8.98,0,177.51,-30.72,0,0,0,0,8.98,8.98,177.51,146.78,0,0,0
2025-09-25T17:10:27+00:00,mint,26765166,0,0,0,0,88.987266,0.00077609,291.385608,-0.00282409,114057.17,1.01248,0,0,177.51,-30.72,0,0,0,0,0,0,177.51,146.78,997.926993,0.00904009,2029.01
2025-09-25T17:40:07+00:00,burn,26765166,0,0,-973.01439,0.00883054,88.987266,0.00077609,-681.628782,0.00600645,114057.17,1.01248,0,34.17,177.51,3.45,0,0,0,0,0,34.17,177.51,180.96,0,0,0
2025-09-25T17:40:07+00:00,collect,26765166,0.4047,0.00000665,0,0,89.391966,0.00078274,-681.628782,0.00600645,114057.17,1.01248,1.16,0,178.67,3.45,0,0,0,0,1.16,1.16,178.67,182.12,0,0,0
2025-09-25T17:50:21+00:00,mint,26767794,0,0,0,0,89.391966,0.00078274,-681.628782,0.00600645,114057.17,1.01248,0,0,178.67,3.45,0,0,0,0,0,0,178.67,182.12,649.559695,0.01230684,2053.24
2025-09-28T20:40:09+00:00,burn,26767794,0,0,1353.532255,-0.01230684,89.391966,0.00078274,671.903473,-0.00630039,114057.17,1.01248,0,-50.15,178.67,-46.7,0,0,0,0,0,-50.15,178.67,131.97,0,0,0
2025-09-28T20:40:09+00:00,collect,26767794,13.510807,0.00011875,0,0,102.902773,0.00090149,671.903473,-0.00630039,114057.17,1.01248,27.06,0,205.72,-46.7,0,0,0,0,27.06,27.06,205.72,159.02,0,0,0
2025-09-28T20:40:29+00:00,mint,27131291,0,0,0,0,102.902773,0.00090149,671.903473,-0.00630039,114057.17,1.01248,0,0,205.72,-46.7,0,0,0,0,0,0,205.72,159.02,1211.104538,0.00711197,2022.28
2025-09-28T22:40:09+00:00,burn,27131291,0,0,788.430881,-0.00707767,102.902773,0.00090149,1460.334354,-0.01337806,114057.17,1.01248,0,-18.83,205.72,-65.53,0,0,0,0,0,-18.83,205.72,140.19,0,0,0
2025-09-28T22:40:09+00:00,collect,27131291,0.66492,0.00000345,0,0,103.567693,0.00090494,1460.334354,-0.01337806,114057.17,1.01248,1.06,0,206.78,-65.53,0,0,0,0,1.06,1.06,206.78,141.25,0,0,0
2025-09-28T22:40:29+00:00,mint,27139213,0,0,0,0,103.567693,0.00090494,1460.334354,-0.01337806,114057.17,1.01248,0,0,206.78,-65.53,0,0,0,0,0,0,206.78,141.25,996.309529,0.00852347,1968.47
2025-09-29T13:50:09+00:00,burn,27139213,0,0,958.142541,-0.00852347,103.567693,0.00090494,2418.476895,-0.02190153,114057.17,1.01248,0,-14.02,206.78,-79.55,0,0,0,0,0,-14.02,206.78,127.23,0,0,0
2025-09-29T13:50:09+00:00,collect,27139213,2.852092,0.00002239,0,0,106.419785,0.00092733,2418.476895,-0.02190153,114057.17,1.01248,5.41,0,212.19,-79.55,0,0,0,0,5.41,5.41,212.19,132.64,0,0,0
2025-09-29T13:50:29+00:00,mint,27208943,0,0,0,0,106.419785,0.00092733,2418.476895,-0.02190153,114057.17,1.01248,0,0,212.19,-79.55,0,0,0,0,0,0,212.19,132.64,821.495473,0.01036912,2004.17
2025-09-29T14:50:09+00:00,burn,27208943,0,0,1179.623439,-0.01036912,106.419785,0.00092733,3598.100334,-0.03227065,114057.17,1.01248,0,-3.05,212.19,-82.6,0,0,0,0,0,-3.05,212.19,129.59,0,0,0
2025-09-29T14:50:09+00:00,collect,27208943,1.188202,0.00000709,0,0,107.607987,0.00093442,3598.100334,-0.03227065,114057.17,1.01248,2,0,214.19,-82.6,0,0,0,0,2,2,214.19,131.59,0,0,0
2025-09-29T14:50:31+00:00,mint,27215223,0,0,0,0,107.607987,0.00093442,3598.100334,-0.03227065,114057.17,1.01248,0,0,214.19,-82.6,0,0,0,0,0,0,214.19,131.59,1146.880391,0.00747174,1999.09
2025-09-30T09:50:09+00:00,burn,27215223,0,0,-1146.880391,0.01009461,107.607987,0.00093442,2451.219943,-0.02217604,114057.17,1.01248,0,4.48,214.19,-78.12,0,0,0,0,0,4.48,214.19,136.07,0,0,0
2025-09-30T09:50:09+00:00,collect,27215223,3.202228,0.00003104,0,0,110.810215,0.00096546,2451.219943,-0.02217604,114057.17,1.01248,6.74,0,220.93,-78.12,0,0,0,0,6.74,6.74,220.93,142.81,0,0,0
2025-09-30T09:50:21+00:00,mint,27300860,0,0,0,0,110.810215,0.00096546,2451.219943,-0.02217604,114057.17,1.01248,0,0,220.93,-78.12,0,0,0,0,0,0,220.93,142.81,996.871638,0.00887932,2009.62
2025-09-30T19:40:09+00:00,burn,27300860,0,0,1008.049728,-0.00887932,110.810215,0.00096546,3459.269671,-0.03105536,114057.17,1.01248,0,-4.7,220.93,-82.82,0,0,0,0,0,-4.7,220.93,138.11,0,0,0
